name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus
Sung Bin Jo,0,0,0,0,0,0,25,0,0
Nick Hein,0,0,320,0,0,0,100,31,0
Tonya Evinger,0,0,0,0,0,0,75,0,25
Duda Santana,0,0,0,0,0,0,25,23,0
Desmond Green,100,0,160,0,70,0,75,114,0
Patrick Cummins,200,0,240,0,70,0,175,201,0
BJ Penn,600,360,80,0,0,0,325,341,300
Talita Bernardo,0,0,80,0,0,0,75,23,0
Elias Theodorou,200,0,400,0,70,0,75,301,0
Mitch Gagnon,0,270,80,0,0,0,100,67,0
Arjan Bhullar,0,0,240,0,0,0,25,4,0
Dmitrii Smoliakov,0,0,0,0,0,0,75,0,0
John Lineker,600,90,320,0,70,0,100,284,50
Jason Gonzalez,0,90,0,0,0,0,75,9,0
Marcelo Golm,0,90,0,0,0,0,75,33,0
Sultan Aliev,0,0,80,0,70,0,50,0,0
Keita Nakamura,0,180,0,0,140,0,175,11,0
Wilson Reis,0,180,400,0,0,0,150,23,25
Curtis Millender,100,0,160,0,0,0,50,64,0
David Branch,100,0,160,0,70,0,125,40,25
Ross Pearson,400,0,400,0,140,0,325,173,25
Jessica Aguilar,0,0,80,0,0,0,100,47,0
Justin Willis,100,0,240,0,0,0,25,70,0
Jesus Pinedo,0,0,80,0,0,0,25,2,0
Eric Shelton,0,0,80,0,70,0,100,97,0
Jordan Rinaldi,0,90,80,0,0,0,75,12,0
Tim Boetsch,700,0,240,0,140,0,300,198,25
Zak Ottow,100,0,0,0,210,0,100,57,0
Carlo Pedersoli Jr.,0,0,0,0,70,0,50,9,0
Cain Velasquez,1000,0,160,0,0,0,75,467,175
Myles Jury,300,90,240,0,70,0,100,149,0
Austin Arnett,0,0,80,0,0,0,75,44,0
Wulijiburen,0,0,0,0,0,0,75,0,0
Teruto Ishihara,200,0,80,0,0,0,125,21,0
David Teymur,200,0,240,0,0,0,25,76,0
Bibulatov Magomed,0,0,80,0,0,0,50,59,0
Dustin Ortiz,400,0,80,0,210,0,150,211,0
Dennis Bermudez,100,180,400,0,140,0,175,283,25
Te Edwards,0,0,0,0,0,0,50,0,0
Chad Mendes,600,0,240,0,0,0,125,128,125
Cat Zingano,200,0,80,0,0,0,100,67,25
Adam Milstead,100,0,0,0,0,0,50,19,0
Chris de la Rocha,100,0,0,0,0,0,75,10,0
Matthew Lopez,100,0,80,0,0,0,100,27,0
Chad Laprise,300,0,160,0,70,0,100,122,0
Mark Hunt,700,0,80,0,0,0,200,96,150
Yushin Okami,400,0,560,0,140,0,175,168,50
Elias Garcia,0,0,0,0,0,0,50,0,0
Ben Nguyen,100,180,80,0,0,0,75,114,0
Mizuto Hirota,0,0,80,0,0,0,125,81,0
Alex Gorgees,0,0,0,0,0,0,25,0,0
Justin Frazier,0,0,0,0,0,0,25,0,0
Bryan Caraway,0,360,80,0,70,0,100,14,0
Michel Batista,0,0,0,0,0,0,25,0,0
Darrell Horcher,0,0,0,0,70,0,75,0,0
Ricky Rainey,0,0,0,0,0,0,50,0,0
Rashad Coulter,0,0,80,0,0,0,75,6,0
Yuta Sasaki,0,360,0,0,0,0,125,32,0
Devin Powell,100,0,0,0,0,0,75,11,0
Amanda Cooper,100,0,80,0,0,0,100,47,0
John Gunther,0,0,0,75,0,0,25,0,0
Joseph Morales,0,90,0,0,0,0,50,18,0
Joby Sanchez,0,0,0,0,70,0,100,18,0
Jason Knight,100,90,80,0,70,0,125,83,0
Artem Lobov,0,0,160,0,0,0,125,45,25
Adam Wieczorek,0,90,80,0,0,0,25,14,0
Alex Garcia,200,90,80,0,70,0,125,25,0
Thibault Gouti,100,0,0,0,0,0,125,19,0
Gray Maynard,100,0,560,0,210,0,175,53,50
Ryan LaFlare,0,0,560,0,0,0,75,167,25
Luis Henrique,0,180,0,0,0,0,100,42,0
Alex Chambers,0,90,0,0,0,0,100,0,0
Thales Leites,200,450,400,0,70,0,200,129,50
Hector Lombard,200,0,80,0,0,0,200,101,0
Khalid Murtazaliev,100,0,0,0,0,0,0,44,0
CB Dollaway,200,180,400,0,70,0,225,138,25
Kajan Johnson,100,0,160,0,70,0,75,82,0
Jordan Johnson,0,90,160,0,70,0,0,52,0
Adam Yandiev,0,0,0,0,0,0,25,0,0
Terrion Ware,0,0,0,0,0,0,100,18,0
Craig White,0,0,0,0,0,0,50,0,0
Jarred Brooks,0,0,0,0,140,0,50,28,0
Robert Sanchez,0,90,0,0,0,0,50,1,0
Jake Ellenberger,500,90,160,0,70,0,275,111,50
Tim Williams,0,0,0,0,0,0,50,1,0
John Moraga,200,270,160,0,70,0,150,141,25
Iuri Alcantara,300,180,320,0,70,0,175,164,0
Kalindra Faria,0,0,0,0,0,0,75,21,0
Jon Tuck,100,180,80,0,0,0,125,13,0
George Sullivan,100,0,160,0,0,0,100,86,0
Demetrious Johnson,200,450,560,0,70,0,50,577,350
Jose Torres,100,0,0,0,0,0,25,0,0
Danielle Taylor,0,0,80,0,70,0,75,17,0
Eddie Alvarez,200,0,0,0,140,0,75,66,75
Jordan Mein,200,0,160,0,70,0,100,103,0
Alvaro Herrera Mendoza,100,0,0,0,0,0,75,2,0
Vitor Miranda,300,0,0,0,0,0,100,67,0
Jeremy Kimball,100,0,0,0,0,0,75,13,0
Damian Stasiak,0,180,0,0,0,0,100,2,0
Sage Northcutt,200,90,240,0,0,0,50,129,0
Justin Scoggins,100,0,240,0,0,0,125,189,0
Gokhan Saki,100,0,0,0,0,0,25,20,0
Joe Giannetti,0,0,0,0,0,0,25,0,0
Jay Cucciniello,0,0,0,0,0,0,25,0,0
Jamie Moyle,0,0,80,0,0,0,50,26,0
Richie Smullen,0,0,0,0,0,0,25,0,0
Barb Honchak,0,0,0,0,0,0,50,12,0
Tyler Diamond,0,0,0,0,0,0,25,13,0
Allan Zuniga,0,0,0,0,0,0,25,32,0
Matt Bessette,0,0,0,0,0,0,50,0,0
Rolando Dy,0,0,80,0,0,0,75,9,0
Felipe Arantes,100,180,160,0,0,0,150,46,0
Daichi Abe,0,0,80,0,0,0,50,20,0
Shinsho Anzai,0,0,80,0,0,0,50,2,0
Naoki Inoue,0,0,80,0,0,0,25,32,0
Viviane Pereira,0,0,80,0,70,0,50,0,0
Jenel Lausa,0,0,80,0,0,0,75,27,0
Melinda Fabian,0,0,0,0,0,0,25,0,0
Rashad Evans,600,0,240,75,280,0,200,125,125
Mike Santiago,0,0,0,0,0,0,75,31,0
Gleison Tibau,100,360,480,0,350,0,300,106,0
Mads Burnell,0,0,80,0,0,0,50,0,0
Daniel Kelly,100,90,240,0,70,0,100,38,0
Brad Scott,0,180,0,0,70,0,125,29,0
Diego Rivas,100,0,80,0,0,0,50,0,0
Felipe Silva,100,0,0,0,0,0,50,56,0
Henry Briones,0,90,0,0,0,0,100,0,0
Lyoto Machida,700,90,480,0,140,0,200,361,300
Vitor Belfort,1100,180,80,0,0,0,250,99,225
Alberto Mina,200,0,0,0,70,0,25,17,0
James Bochnovic,0,0,0,0,0,0,50,0,0
Luan Chagas,0,90,0,0,0,0,50,63,0
Patrick Williams,0,90,0,0,0,0,75,5,0
Bec Rawlings,0,90,80,0,0,0,125,27,0
Tom Duquesnoy,100,0,80,0,0,0,25,0,0
Oliver Enkamp,0,0,0,0,0,0,50,3,0
Dmitry Sosnovskiy,0,90,0,0,0,0,0,4,0
Mark Godbeer,0,0,80,0,0,0,50,43,0
Mike Pyle,500,180,160,0,70,0,225,92,0
Russell Doane,100,90,0,0,70,0,125,39,0
Albert Morales,0,0,0,0,70,0,100,17,0
Brian Camozzi,0,0,0,0,0,0,75,0,0
Joshua Burkman,100,90,240,0,70,0,300,90,0
Cyril Asker,100,90,0,0,0,0,75,26,0
Damien Brown,100,0,0,0,70,0,100,7,0
Rob Wilkinson,0,0,0,0,0,0,50,0,0
Jeremy Kennedy,0,0,240,0,0,0,25,46,0
Timothy Johnson,100,0,160,0,70,0,75,38,0
Maia Stevenson,0,0,0,0,0,0,25,0,0
Joe Soto,0,180,80,0,0,0,125,14,25
Godofredo Pepey,100,270,0,0,70,0,150,38,0
Juliana Lima,0,0,240,0,0,0,100,53,0
Francimar Barroso,0,0,320,0,0,0,100,42,0
Sabah Homasi,0,0,0,0,0,0,75,12,0
Galore Bofando,100,0,0,0,0,0,25,7,0
Oluwale Bamgbose,100,0,0,0,0,0,100,12,0
Erick Silva,200,450,0,0,0,0,200,74,25
Abel Trujillo,300,90,80,0,0,0,100,99,0
Carls John De Tomas,0,0,0,0,0,0,50,0,0
Antonio Braga Neto,0,90,0,0,0,0,50,1,0
Angela Magana,0,0,0,0,0,0,75,0,0
Karine Gevorgyan,0,0,0,0,0,0,25,0,0
Christina Marks,0,0,0,0,0,0,25,4,0
Ryan Janes,100,0,80,0,0,0,50,92,0
Ariel Beck,0,0,0,0,0,0,25,1,0
Wang Guan,0,0,0,0,70,0,0,22,0
Michael Bisping,1000,0,640,0,140,0,225,662,275
Bobby Nash,0,0,0,0,0,0,75,3,0
Bharat Kandare,0,0,0,0,0,0,25,0,0
Kailin Curran,0,90,0,0,0,0,150,41,0
Bojan Velickovic,100,0,80,0,0,0,75,15,0
Ashkan Mokhtarian,0,0,0,0,0,0,50,0,0
Will Brooks,0,0,80,0,0,0,75,42,0
Anthony Hamilton,200,0,80,0,0,0,175,105,0
Nate Marquardt,600,270,320,0,0,0,300,275,50
Michel Quinones,0,0,0,0,0,0,50,0,0
Marcel Fortuna,100,0,0,0,0,0,50,12,0
Georges St-Pierre,500,270,800,0,140,0,50,831,375
Johny Hendricks,500,0,400,75,140,0,200,140,100
Hacran Dias,0,0,160,0,70,0,125,0,0
Christian Colombo,0,0,0,0,0,0,50,0,0
Jonathan Wilson,100,0,0,0,0,0,75,4,0
Marcin Held,0,0,80,0,0,0,75,20,0
Marco Beltran,0,90,80,0,70,0,75,14,0
Pearl Gonzalez,0,0,0,0,0,0,50,0,0
Henrique da Silva,100,90,0,0,0,0,100,15,0
Takanori Gomi,200,0,80,0,70,0,225,59,0
Chan-Mi Jeon,0,0,0,0,0,0,50,0,0
Hyun Gyu Lim,300,0,0,0,0,0,100,31,25
Azunna Anyanwu,0,0,0,0,0,0,25,1,0
Jason Saggo,200,0,0,0,70,0,75,24,0
Adriano Martins,200,90,0,0,70,0,75,19,0
Mitch Clarke,0,90,80,0,0,0,125,32,0
Andrew Holbrook,0,0,0,0,140,0,75,8,0
Abdul-Kerim Edilov,100,0,0,0,0,0,0,76,0
Bojan Mihajlovic,0,0,0,0,0,0,75,0,0
Hector Sandoval,100,0,80,0,0,0,50,28,0
Rafael Natal,100,90,400,0,140,0,175,264,25
Damian Grabowski,0,0,0,0,0,0,75,0,0
Chris Wade,0,180,240,0,0,0,50,28,0
Frankie Perez,100,0,0,0,0,0,75,21,0
James Mulheron,0,0,0,0,0,0,25,0,0
Neil Seery,0,90,160,0,0,0,100,50,0
Charlie Ward,0,0,0,0,0,0,50,0,0
Leslie Smith,200,0,160,0,0,0,75,145,0
Daniel Omielanczuk,200,0,0,150,0,0,125,78,0
Travis Browne,700,90,80,0,0,0,175,106,75
Nick Roehrick,0,0,0,0,0,0,25,0,0
Jesse Taylor,0,90,0,0,0,0,25,17,0
Tom Gallicchio,0,0,0,0,0,0,25,0,0
Joachim Christensen,100,0,0,0,0,0,75,25,0
Dennis Siver,300,180,480,75,0,0,200,315,25
Johnny Case,100,90,160,0,0,0,50,103,0
Josh Stansbury,0,0,0,75,0,0,50,14,0
Dong Hyun Kim,400,90,480,0,140,0,100,184,25
Tarec Saffiedine,0,0,160,0,0,0,100,40,50
Kwan Ho Kwak,0,0,0,0,0,0,50,4,0
Dominique Steele,100,0,0,0,0,0,100,29,0
Kiichi Kunimoto,0,90,0,0,70,0,50,4,0
Jim Wallhead,0,0,0,0,0,0,50,0,0
Alex Nicholson,100,0,0,0,0,0,75,23,0
Reza Madadi,100,180,0,0,0,0,100,19,0
Nicholas Musoke,0,90,160,0,0,0,75,47,0
Chris Camozzi,100,90,320,0,140,0,250,248,0
Michael McBride,0,0,0,0,0,0,50,0,0
Joe Proctor,200,90,80,0,0,0,100,45,0
Cindy Dandois,0,0,0,0,0,0,25,0,0
Roy Nelson,800,0,80,0,0,0,250,41,100
Rashid Magomedov,100,0,240,0,70,0,25,141,0
Augusto Mendes,0,0,0,0,70,0,50,2,0
Nathan Coy,0,0,80,0,0,0,50,21,0
Gegard Mousasi,500,90,240,0,0,0,75,305,100
Anthony Johnson,1100,0,160,0,0,0,150,193,100
Patrick Cote,400,0,320,0,70,0,275,104,25
Mike de la Torre,100,0,0,0,70,0,100,9,0
Brad Pickett,100,90,80,0,140,0,225,15,0
Scott Askham,200,0,0,0,0,0,100,34,0
Rony Jason,200,90,80,0,0,0,100,14,0
Garreth McLellan,100,0,0,0,0,0,100,89,0
Sam Sicilia,300,0,160,0,0,0,175,31,0
Alex Ricci,0,0,0,0,0,0,50,1,0
Reginaldo Vieira,0,0,80,0,0,0,50,33,0
Phillipe Nover,0,0,0,0,70,0,150,0,0
Roan Carneiro,100,90,80,0,70,0,125,38,0
Michinori Tanaka,0,0,80,0,70,0,75,30,0
Daniel Jolly,0,0,0,0,0,0,50,0,0
JC Cottrell,0,0,0,0,0,0,50,0,0
Jocelyn Jones-Lybarger,0,0,0,0,0,0,75,0,0
Viktor Pesta,0,0,80,0,0,0,100,18,0
Ronda Rousey,300,270,0,0,0,0,50,42,200
Brandon Thatch,200,0,0,0,0,0,100,26,25
James Moontasri,100,90,0,0,0,0,100,33,0
Cole Miller,100,630,160,0,0,0,225,71,0
Takeya Mizugaki,100,0,320,0,210,0,150,201,0
Fredy Serrano,200,0,0,0,0,0,50,7,0
Tim Kennedy,100,0,160,0,0,0,50,53,50
Valerie Letourneau,0,0,160,0,70,0,75,73,25
Zach Makovsky,0,0,240,0,0,0,100,35,0
Sean O'Connell,200,0,0,0,0,0,125,33,0
Joseph Gigliotti,0,0,0,0,0,0,50,0,0
Tiago dos Santos e Silva,0,0,80,0,70,0,50,32,0
Keith Berish,0,0,0,0,0,0,25,0,0
Brendan O'Reilly,0,0,80,0,0,0,75,4,0
Elvis Mutapcic,0,0,0,0,0,0,50,0,0
Kyle Noke,300,180,0,0,70,0,150,132,0
Yusuke Kasuya,0,0,0,0,0,0,50,0,0
Seo Hee Ham,0,0,80,0,0,0,75,15,0
Geane Herrera,100,0,0,0,0,0,75,0,0
Guangyou Ning,100,0,80,0,0,0,50,48,0
Jonathan Meunier,0,0,80,0,0,0,25,56,0
Richard Walsh,0,0,160,0,0,0,100,145,0
Yao Zhikui,0,0,0,0,70,0,75,9,0
Ryan Bader,500,90,640,0,70,0,125,346,100
Manvel Gamburyan,0,270,240,0,0,0,200,33,0
Magnus Cedenblad,100,180,80,0,0,0,50,12,0
Anna Elmose,0,0,0,0,0,0,50,0,0
Kyoji Horiguchi,200,0,400,0,0,0,25,165,25
Ali Bagautinov,100,0,240,0,0,0,75,110,25
Milana Dudieva,0,0,0,0,70,0,50,0,0
Heather Clark,0,0,80,0,0,0,50,0,0
Erik Perez,200,90,240,0,70,0,50,99,0
Jason Novelli,0,0,0,0,0,0,50,0,0
Erick Montano,0,0,0,0,70,0,50,31,0
Chris Avila,0,0,0,0,0,0,50,0,0
Dan Henderson,400,0,240,0,140,0,225,40,200
Lukasz Sajewski,0,0,0,0,0,0,75,1,0
Albert Tumenov,300,0,80,0,70,0,75,55,0
Cody East,0,0,0,0,0,0,50,0,0
Tamdan McCrory,100,180,80,0,0,0,125,65,0
Kelly Faszholz,0,0,0,0,0,0,50,31,0
Antonio Silva,300,0,0,0,0,0,175,7,100
Hector Urbina,0,90,0,0,0,0,50,0,0
Glaico Franca Moreira,0,90,0,0,0,0,50,5,0
Kenny Robertson,100,180,80,0,0,0,125,100,0
Maximo Blanco,100,0,240,0,0,0,125,87,0
Augusto Montano,100,0,0,0,0,0,50,27,0
Leonardo Guimaraes,0,0,0,0,0,0,50,7,0
Joey Gomez,0,0,0,0,0,0,50,0,0
CM Punk,0,0,0,0,0,0,25,0,0
Sean Spencer,0,0,160,0,70,0,125,104,0
Caio Magalhaes,200,90,80,0,0,0,75,22,0
Josh Barnett,400,180,80,0,0,0,75,179,75
Tae Hyun Bang,100,0,0,0,70,0,75,48,0
Leandro Issa,0,180,0,0,0,0,75,28,0
Leandro Silva,0,90,160,0,0,0,100,40,0
Kevin Casey,0,0,80,0,0,0,75,21,0
Shane Campbell,0,0,80,0,0,0,100,59,0
Rick Story,200,180,400,0,210,0,175,440,25
Elizabeth Phillips,0,0,80,0,0,0,75,27,0
Lorenz Larkin,300,0,80,0,70,0,125,103,0
Alberto Uda,0,0,0,0,0,0,50,0,0
Horacio Gutierrez,0,0,0,0,0,0,50,0,0
Tatsuya Kawajiri,0,90,160,0,0,0,75,13,0
Francisco Rivera,300,0,80,0,0,0,150,100,0
Cesar Arzamendia,0,0,0,0,0,0,50,6,0
Jim Alers,0,0,0,0,70,0,50,0,0
Josh Samman,200,90,0,0,0,0,50,34,0
Michael McDonald,200,180,80,0,70,0,75,54,50
Cristina Stanciu,0,0,0,0,0,0,50,4,0
Cody Pfister,0,0,80,0,0,0,75,0,0
Enrique Marin,0,0,0,0,0,0,50,0,0
Thiago Tavares,100,450,320,0,0,0,175,66,0
Fernando Bruno,0,0,0,0,0,0,50,2,0
Cory Hendricks,0,0,0,0,0,0,25,0,0
Anton Zafir,0,0,0,0,0,0,50,6,0
Dileno Lopes,0,0,0,0,0,0,50,0,0
Mehdi Baghdad,0,0,0,0,0,0,50,0,0
Jerrod Sanders,0,0,80,0,0,0,50,5,0
Steve Bosse,100,0,80,0,0,0,25,13,0
Rory MacDonald,300,90,400,0,0,0,100,267,75
Chris Beal,100,0,80,0,0,0,75,38,0
Yan Cabral,0,90,80,0,0,0,75,24,0
Dominic Waters,0,0,0,0,0,0,75,0,0
Willie Gates,100,0,0,0,0,0,75,21,0
Chris Kelades,0,0,80,0,70,0,50,27,0
Efrain Escudero,100,90,240,0,0,0,175,146,0
Clint Hester,100,0,80,0,70,0,75,86,0
Michael Graves,0,90,80,0,0,0,0,1,0
Gabriel Gonzaga,700,360,80,0,0,0,250,90,50
Igor Pokrajac,200,90,80,0,0,0,200,29,0
Ian Entwistle,0,90,0,0,0,0,50,0,0
Filip Pejic,0,0,0,0,0,0,25,0,0
Lucas Martins,200,90,0,0,70,0,75,17,0
Robert Whiteford,100,0,80,0,0,0,75,36,0
Frank Mir,500,720,160,0,0,0,275,104,200
James Te Huna,300,0,160,0,0,0,125,93,25
Mark Eddiva,0,0,80,0,0,0,75,42,0
Rin Nakai,0,0,0,0,0,0,50,0,0
Viscardi Andrade,100,0,160,0,0,0,25,52,0
Tom Lawlor,200,180,160,0,0,0,125,67,0
Marcelo Guimaraes,0,0,0,0,140,0,50,50,0
Justin Salas,100,0,80,0,70,0,100,66,0
Chris Dempsey,0,0,0,0,70,0,75,7,0
Mike Wilkinson,100,0,80,0,0,0,50,0,0
Yaotzin Meza,0,90,80,0,0,0,100,9,0
Norman Parke,100,0,320,0,0,0,75,84,0
Martin Svensson,0,0,0,0,0,0,25,0,0
Daniel Sarafian,100,90,0,0,0,0,100,10,0
Joe Riggs,100,90,80,0,0,0,175,64,0
Jonavin Webb,0,0,0,0,0,0,50,0,0
Jared Rosholt,100,0,400,0,0,0,50,90,0
Rafael Cavalcante,100,0,0,0,0,0,100,7,0
KJ Noons,100,0,80,0,0,0,75,12,0
Noad Lahat,0,0,80,75,0,0,50,59,0
Masio Fullen,0,0,0,0,70,0,50,5,0
Felipe Olivieri,0,0,0,0,0,0,25,27,0
Matt Dwyer,100,0,0,0,0,0,75,5,0
Matt Mitrione,800,0,80,0,0,0,125,131,25
Daron Cruickshank,300,0,160,0,70,0,150,88,0
Masanori Kanehara,0,0,80,0,0,0,50,18,0
Tony Sims,100,0,0,0,0,0,50,22,0
Diego Brandao,100,180,160,0,0,0,100,46,25
Sheldon Westcott,100,0,0,0,0,0,50,32,0
Edgar Garcia,0,0,0,0,0,0,100,15,0
Sarah Kaufman,0,0,80,0,0,0,50,154,0
Danny Castillo,200,0,320,0,70,0,175,150,0
Hayder Hassan,0,0,0,0,0,0,50,3,0
Marcio Alexandre Junior,0,0,0,0,0,0,75,0,0
Marcin Wrzosek,0,0,0,0,0,0,25,0,0
Konstantin Erokhin,0,0,0,0,0,0,50,0,0
Mike Pierce,300,90,320,0,70,0,125,109,0
Abner Lloveras,0,0,0,0,0,0,25,0,0
John Howard,200,0,80,0,280,0,175,20,0
Andreas Stahl,0,0,0,0,0,0,50,0,0
Emily Kagan,0,0,0,0,0,0,50,1,0
Benson Henderson,0,180,400,0,280,0,75,351,250
Yoshihiro Akiyama,0,0,80,0,70,0,125,24,0
Dongi Yang,200,0,0,0,0,0,75,63,0
Leo Kuntz,0,0,0,0,0,0,50,0,0
Yui Chul Nam,0,0,0,0,70,0,50,69,0
Vernon Ramos Ho,0,0,0,0,0,0,25,0,0
Scott Jorgensen,100,90,160,0,0,0,200,13,25
Valmir Lazaro,0,0,0,0,70,0,50,35,0
Akbarh Arreola,0,90,0,0,0,0,75,7,0
Anthony Perosh,200,270,0,0,0,0,175,37,0
Steve Kennedy,0,0,0,0,0,0,50,0,0
Danny Martinez,0,0,80,0,0,0,75,14,0
Richie Vaculik,0,0,80,0,0,0,75,16,0
Steve Montgomery,0,0,0,0,0,0,50,14,0
Piotr Hallmann,0,180,0,0,0,0,100,82,0
Fabio Maldonado,200,0,160,0,70,0,150,302,25
Gasan Umalatov,0,0,80,0,0,0,75,0,0
Edimilson Souza,200,0,0,0,70,0,25,58,0
Paddy Holohan,0,90,160,0,0,0,50,28,0
Bruno Korea,0,0,0,0,0,0,25,0,0
Jon Delos Reyes,0,90,0,0,0,0,75,8,0
Mickael Lebout,0,0,80,0,0,0,50,8,0
Cathal Pendred,0,90,160,0,70,0,50,17,0
Aisling Daly,0,90,80,0,0,0,25,53,0
Ericka Almeida,0,0,0,0,0,0,50,0,0
Bubba Bush,0,0,0,0,0,0,25,0,0
Ruslan Magomedov,0,0,240,0,0,0,0,115,0
Shawn Jordan,600,0,0,0,0,0,100,91,0
Chris Cariaso,100,0,320,0,140,0,150,209,25
Francisco Trevino,0,0,80,0,0,0,50,33,0
Chico Camus,0,0,160,0,70,0,100,45,0
Katsunori Kikuno,0,90,80,0,0,0,75,7,0
George Roop,200,0,160,0,70,0,200,186,0
Naoyuki Kotani,0,0,0,0,0,0,125,0,0
Roger Zapata,0,0,0,0,0,0,25,5,0
Clay Collard,0,0,80,0,0,0,75,34,0
Nazareno Malegarie,0,0,0,0,0,0,25,9,0
Ron Stallings,0,0,80,0,0,0,50,27,0
Yves Jabouin,0,0,160,0,210,0,125,72,0
Elias Silverio,0,90,160,0,0,0,50,109,0
Sam Stout,100,0,400,0,210,0,275,152,0
Tom Watson,100,0,80,0,0,0,125,39,0
Sirwan Kakai,0,0,80,0,0,0,25,0,0
Roman Salazar,0,0,0,0,0,0,50,0,0
Anthony Christodoulou,0,0,0,0,0,0,50,0,0
Antonio Rodrigo Nogueira,100,180,160,0,0,0,150,50,100
Soa Palelei,400,0,0,0,0,0,75,21,0
Hugo Viana,100,0,80,0,70,0,75,66,0
Jessamyn Duke,0,0,80,0,0,0,75,89,0
Ramsey Nijem,200,0,240,0,0,0,125,137,0
Ivan Jorge,0,0,160,0,0,0,50,30,0
Pawel Pawlak,0,0,80,0,0,0,50,13,0
Vaughan Lee,0,90,160,0,0,0,125,139,0
Leonardo Mafra,0,0,80,0,0,0,75,54,0
Hans Stringer,0,0,0,0,70,0,50,13,0
Paul Redmond,0,0,0,0,0,0,50,0,0
Marcus Brimage,100,0,160,0,70,0,100,48,0
Todd Duffee,300,0,0,0,0,0,50,60,25
Josh Thomson,200,0,0,75,0,0,100,44,25
Igor Araujo,0,0,160,0,0,0,50,3,0
Ildemar Alcantara,0,90,80,0,140,0,75,24,0
Andrew Craig,100,0,80,0,70,0,100,49,0
Darrell Montague,0,0,0,0,0,0,75,0,0
Dan Miller,0,360,80,0,70,0,175,24,0
Mike Swick,500,180,160,75,0,0,125,47,0
Yosdenis Cedeno,0,0,0,0,0,0,75,22,0
Levan Makashvili,0,0,0,0,70,0,25,20,0
Eddie Gordon,100,0,0,0,0,0,75,17,0
Joe Merritt,0,0,0,0,0,0,25,12,0
Lewis Gonzalez,0,0,0,0,0,0,25,0,0
Alan Omer,0,0,0,0,0,0,50,34,0
Niklas Backstrom,0,90,0,0,0,0,50,1,0
Antonio Dos Santos,0,0,0,0,0,0,50,13,0
Brian Ebersole,100,0,160,0,140,0,75,55,0
Justin Edwards,0,90,80,0,0,0,125,7,0
Ricardo Abreu,0,90,0,0,0,0,25,16,0
Leonardo Morales,0,0,0,0,0,0,50,1,0
Ryan Jimmo,200,0,80,0,0,0,100,61,0
Wendell Oliveira Marques,0,0,0,0,0,0,50,0,0
Luiz Dutra,0,0,0,0,0,0,50,0,0
Constantinos Philippou,300,0,160,0,70,0,100,27,25
Josh Sampo,0,90,0,0,0,0,75,10,0
Mark Munoz,400,0,320,0,70,0,150,158,100
Luke Barnatt,100,90,80,0,0,0,75,58,0
Roldan Sangcha'an,0,0,0,0,0,0,50,13,0
Royston Wee,0,0,80,0,70,0,25,0,0
Zhang Lipeng,0,0,80,0,70,0,50,4,0
Nolan Ticman,0,0,0,0,0,0,50,43,0
Dylan Andrews,200,0,0,0,0,0,75,14,0
Hatsu Hioki,0,0,160,0,70,0,125,69,0
Lisa Ellis,0,0,0,0,0,0,50,0,0
Alptekin Ozkilic,0,0,0,0,70,0,75,0,0
Quinton Jackson,300,0,320,0,70,0,125,105,100
Vik Grujic,100,0,0,0,0,0,75,18,0
David Michaud,0,0,80,0,0,0,50,2,0
Chris Clements,100,0,0,0,70,0,50,58,0
Jessica Rakoczy,0,0,0,0,0,0,50,8,0
Mirko Filipovic,300,90,0,0,0,0,150,63,25
Jimy Hettes,0,180,80,0,0,0,75,65,0
Seth Baczynski,100,180,80,0,70,0,150,51,0
Marcin Bandel,0,0,0,0,0,0,50,0,0
Izabela Badurek,0,0,0,0,0,0,25,0,0
Rocky Lee,0,0,0,0,0,0,25,0,0
Robert Peralta,200,0,80,0,70,0,75,76,0
Justin Jones,0,0,0,0,0,0,50,0,0
Josh Koscheck,600,270,400,0,70,0,250,146,25
Shayna Baszler,0,0,0,0,0,0,50,0,0
Cain Carrizosa,0,0,0,0,0,0,50,0,0
Jorge de Oliveira,0,0,0,0,0,0,50,0,0
Bentley Syler,0,0,0,0,0,0,25,0,0
Josh Copeland,0,0,0,0,0,0,50,0,0
Roger Narvaez,0,0,0,0,70,0,50,14,0
Jake Lindsey,0,0,0,0,0,0,75,3,0
Larissa Pacheco,0,0,0,0,0,0,50,0,0
Ruan Potts,0,0,0,0,0,0,75,0,0
Alex Torres,0,0,0,0,0,0,25,0,0
William Macario,0,0,80,0,0,0,75,85,0
Josh Shockley,0,0,0,0,0,0,50,0,0
Patrick Walsh,0,0,80,0,0,0,25,0,0
Rodrigo de Lima,0,0,0,0,0,0,50,0,0
Ian McCall,0,0,160,0,0,0,75,85,0
Andy Enz,0,0,0,0,0,0,75,0,0
Richardson Moreira,0,0,0,0,0,0,50,0,0
Akira Corassani,0,0,80,0,70,0,75,0,0
Phil Davis,0,270,480,0,0,0,75,300,25
Stanislav Nedkov,100,0,0,0,0,0,50,14,0
Andy Ogle,0,0,80,0,0,0,125,25,0
Shane Howell,0,0,0,0,0,0,50,0,0
Matt Van Buren,0,0,0,0,0,0,50,34,0
Tateki Matsuda,0,0,0,0,0,0,50,0,0
Louis Gaudinot,0,90,0,0,0,0,75,0,0
Alexis Dufresne,0,0,0,0,0,0,50,0,0
